caption_id,caption_text,len,times_used,total_earnings,performance_score,source,created_at,cleanup_reason
20393,"🍒",1,2,70.0,35.85,internal,"2025-12-12 02:43:02",VERY_SHORT_LOW_PERFORMANCE_WITH_EARNINGS
20156,"💕",1,2,82.0,27.07,internal,"2025-12-09 12:51:51",VERY_SHORT_LOW_PERFORMANCE_WITH_EARNINGS
20041,"🎀",1,1,36.0,16.06,internal,"2025-12-09 12:51:04",VERY_SHORT_LOW_PERFORMANCE_WITH_EARNINGS
20200,"💗",1,1,30.0,13.1,internal,"2025-12-11 05:09:06",VERY_SHORT_LOW_PERFORMANCE_WITH_EARNINGS
20347,"🙀",1,0,0.0,50.0,internal,"2025-12-11 05:10:56",EMOJI_DEADWEIGHT
19770,"🖤🩵",2,0,0.0,50.0,internal,"2025-12-09 12:49:36",EMOJI_DEADWEIGHT
19885,"🥵🥵",2,0,0.0,50.0,internal,"2025-12-09 12:50:13",EMOJI_DEADWEIGHT
19977,"🙈💘",2,0,0.0,50.0,internal,"2025-12-09 12:50:40",EMOJI_DEADWEIGHT
20097,"🖤🖤",2,0,0.0,50.0,internal,"2025-12-09 12:51:16",EMOJI_DEADWEIGHT
20186,"💘🍓",2,0,0.0,50.0,internal,"2025-12-10 07:24:05",EMOJI_DEADWEIGHT
20248,">⩊<",3,0,0.0,50.0,internal,"2025-12-11 05:09:43",EMOJI_DEADWEIGHT
19955,"👋🏼👋🏼",4,0,0.0,50.0,internal,"2025-12-09 12:50:39",EMOJI_DEADWEIGHT
19957,"☀️☺️",4,0,0.0,50.0,internal,"2025-12-09 12:50:39",EMOJI_DEADWEIGHT
20491,"(ˇωˇ)",5,0,0.0,50.0,scraped,"2025-12-12 03:36:14",EMOJI_DEADWEIGHT
19947,"Hey 😛",5,0,0.0,50.0,internal,"2025-12-09 12:50:39",EMOJI_DEADWEIGHT
20371,"Hey 👋🏻",6,0,0.0,50.0,internal,"2025-12-11 05:10:57",EMOJI_DEADWEIGHT
19721,"cheers🥂",7,0,0.0,50.0,internal,"2025-12-09 12:44:22",EMOJI_DEADWEIGHT
19918,"Oh hi🙈🌸",7,0,0.0,50.0,internal,"2025-12-09 12:50:25",EMOJI_DEADWEIGHT
19960,"Fuck me?",8,0,0.0,50.0,internal,"2025-12-09 12:50:39",EMOJI_DEADWEIGHT
20089,peekaboo,8,0,0.0,50.0,internal,"2025-12-09 12:51:16",EMOJI_DEADWEIGHT
20263,"Hello 🥰💕",8,0,0.0,50.0,internal,"2025-12-11 05:09:55",EMOJI_DEADWEIGHT
20348,"at work🤪",8,0,0.0,50.0,internal,"2025-12-11 05:10:56",EMOJI_DEADWEIGHT
20469,"pick 1 🙈",8,0,0.0,50.0,internal,"2025-12-12 02:44:54",EMOJI_DEADWEIGHT
19831,"Smack it🙌",9,0,0.0,50.0,internal,"2025-12-09 12:49:49",EMOJI_DEADWEIGHT
20148,"so cute 🥰",9,0,0.0,50.0,internal,"2025-12-09 12:51:40",EMOJI_DEADWEIGHT
20202,":¨ ·.· ¨:",9,0,0.0,50.0,internal,"2025-12-11 05:09:18",EMOJI_DEADWEIGHT
20222,"Hey babes",9,0,0.0,50.0,internal,"2025-12-11 05:09:30",EMOJI_DEADWEIGHT
1875,"Hi baby 👋🏻",10,1,0.0,0.0,internal,"2025-11-30 07:11:27",VERY_SHORT_NO_EARNINGS
3336,"Morning ❄️",10,1,0.0,0.0,internal,"2025-11-30 07:11:27",VERY_SHORT_NO_EARNINGS
19760,"bouncy 🍑🐇🎀",10,0,0.0,50.0,internal,"2025-12-09 12:49:25",VERY_SHORT_NEVER_USED
20150,"Funny me 😋",10,0,0.0,50.0,internal,"2025-12-09 12:51:40",VERY_SHORT_NEVER_USED
53240,"Wanna talk?",11,6,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
23177,"are you up?",11,3,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
48882,"Still up? 👀",11,3,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
48889,"Still up? 🤔",11,3,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
40834,"I’m horny 🥵",11,2,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
56734,"woke up wet",11,2,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
48883,"still up? 😊",11,2,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
21760,"1, 2, or 3😈",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
30436,"Good moanin",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
31568,"here habibi",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
31709,"Hey babe! 😉",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
31710,"Hey babe! 😊",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
31899,"Hey baby! 😉",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
32544,"heyyy wyd 🤭",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
32675,"hi there c:",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
32678,"Hi there! 😘",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
32680,"hi you hehe",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
32693,"hii babe :)",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
32724,"hiiiiiii c:",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
32731,"Hit me up 😉",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
40555,"I’m bored 😐",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
43136,"Let's snap😍",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
43166,"Lets play 🐱",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
44314,"morning! ☀️",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
44318,"Morning!! 😘",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
49696,"TGIF habibi",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
57461,"Wyd today 💖",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
57462,"wyd today 🥰",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
21790,"77 or 69? 😛",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
23855,"BABY?? ❤️❤️",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
23879,"babyyy? ;))",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
31142,"Guess what?",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
31556,"helloooo? 😣",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
31969,"Hey baby? 😗",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
32428,"hey, wyd? 😊",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
48415,"Spank it? 🙈",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
48884,"Still up? 😋",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
48885,"still up? 😏",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
48886,"still up? 😔",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
48887,"Still up? 😕",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
48888,"still up? 🙈",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
57437,"wyd babe? 💋",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
57438,"wyd babe? 🥰",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
57443,"Wyd baby? 😘",11,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
1072,"hiiii &lt;3",11,1,0.0,0.0,internal,"2025-11-30 07:11:27",VERY_SHORT_NO_EARNINGS
2853,"Hi habibi 🧿",11,1,0.0,0.0,internal,"2025-11-30 07:11:27",VERY_SHORT_NO_EARNINGS
1793,"Hey baby ❤️",11,1,0.0,0.0,internal,"2025-11-30 07:11:27",VERY_SHORT_NO_EARNINGS
1860,"hii wyd rn?",11,1,0.0,0.0,internal,"2025-11-30 07:11:27",VERY_SHORT_NO_EARNINGS
30195,"Fuck it.  😈",11,1,58.76,24.46,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_LOW_PERFORMANCE_WITH_EARNINGS
19728,"Sweet girl💗",11,0,0.0,50.0,internal,"2025-12-09 12:44:22",VERY_SHORT_NEVER_USED
19909,"💦 looks >>>",11,0,0.0,50.0,internal,"2025-12-09 12:50:25",VERY_SHORT_NEVER_USED
19914,"i see you 👀",11,0,0.0,50.0,internal,"2025-12-09 12:50:25",VERY_SHORT_NEVER_USED
19923,"Sunshine☀️😊",11,0,0.0,50.0,internal,"2025-12-09 12:50:25",VERY_SHORT_NEVER_USED
20043,"goood girl😈",11,0,0.0,50.0,internal,"2025-12-09 12:51:04",VERY_SHORT_NEVER_USED
20046,comfortable,11,0,0.0,50.0,internal,"2025-12-09 12:51:04",VERY_SHORT_NEVER_USED
20047,"let's play?",11,0,0.0,50.0,internal,"2025-12-09 12:51:04",VERY_SHORT_NEVER_USED
20151,"New style 😈",11,0,0.0,50.0,internal,"2025-12-09 12:51:40",VERY_SHORT_NEVER_USED
20153,"Home girl 💘",11,0,0.0,50.0,internal,"2025-12-09 12:51:51",VERY_SHORT_NEVER_USED
20345,"goood girl😇",11,0,0.0,50.0,internal,"2025-12-11 05:10:56",VERY_SHORT_NEVER_USED
20382,"wakey wakey",11,0,0.0,50.0,internal,"2025-12-11 05:11:08",VERY_SHORT_NEVER_USED
24899,"Busy Monday?",12,4,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
32969,"how are you?",12,3,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
2036,"Morning baby",12,3,0.0,0.0,internal,"2025-11-30 07:11:27",VERY_SHORT_NO_EARNINGS
24896,"Busy baby? 😩",12,2,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
51562,"u up habibi?",12,2,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
57455,"wyd rn babe?",12,2,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
58404,"You there? 😈",12,2,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
24130,"Be my baby ❤",12,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
24797,"Bored asf 🥵😇",12,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
30362,"gn habibiiii",12,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
30367,"go grab it 😉",12,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
31534,"Hello babe 😉",12,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
32044,"Hey cutie! 🥰",12,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
32205,"hey there! 😉",12,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
32335,"Hey, baby!😉😉",12,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
32697,"Hii Habibi 😘",12,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
35806,"I miss you 👀",12,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
43120,"Let's play 🫣",12,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
51954,"wakey wakey😘",12,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
60084,"💁‍♀️💁‍♀️💁‍♀️",12,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
60714,"🤦‍♀️🤦‍♀️🤦‍♀️",12,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
23187,"Are you up?🙈",12,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
23227,"ass or tits?",12,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
23511,"Babeee?? :))",12,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
24897,"Busy baby? 😫",12,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
43519,"loong day? 🤔",12,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
43520,"Loong day? 🥺",12,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
48890,"still up? 🫣🥺",12,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
51138,"Tits or ass?",12,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
51454,"u busy baby?",12,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
51540,"u still up??",12,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
51586,"u working? 🙈",12,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
52659,"wanna relax?",12,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
53141,"Wanna sext?🥵",12,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
57569,"you awake? 😒",12,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
58405,"you there? 😏",12,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
1922,"Are you up ?",12,1,0.0,0.0,internal,"2025-11-30 07:11:27",VERY_SHORT_NO_EARNINGS
1970,"Morning love",12,1,0.0,0.0,internal,"2025-11-30 07:11:27",VERY_SHORT_NO_EARNINGS
3524,"You awake? 🙃",12,1,0.0,0.0,internal,"2025-11-30 07:11:27",VERY_SHORT_NO_EARNINGS
2065,"Pay for it 🐱",12,1,0.0,0.0,internal,"2025-11-30 07:11:27",VERY_SHORT_NO_EARNINGS
3256,"on c b rn ;)",12,1,0.0,0.0,internal,"2025-11-30 07:11:27",VERY_SHORT_NO_EARNINGS
20490,"extra yummy🤤",12,0,0.0,50.0,scraped,"2025-12-12 03:36:14",VERY_SHORT_NEVER_USED
19917,"Pink candy🍭🍬",12,0,0.0,50.0,internal,"2025-12-09 12:50:25",VERY_SHORT_NEVER_USED
20062,"Late again 😏",12,0,0.0,50.0,internal,"2025-12-09 12:51:15",VERY_SHORT_NEVER_USED
20344,"im in papi 🔥",12,0,0.0,50.0,internal,"2025-12-11 05:10:56",VERY_SHORT_NEVER_USED
20461,"UR MF BABY 🤤",12,0,0.0,50.0,internal,"2025-12-12 02:44:31",VERY_SHORT_NEVER_USED
22512,"Are you busy?",13,17,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
30769,"Good morning😘",13,4,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
30767,"Good morning💖",13,2,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
31569,"here habibi..",13,2,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
43057,"Let's chat ❤️",13,2,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
46835,"Ride or sit?🙈",13,2,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
52640,"Wanna play? 😈",13,2,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
25771,"Can’t sleep 😏",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
26151,"come closer 👅",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
28807,"Dominate me 😫",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
31248,"habibi i love",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
31313,"Happy monday🥰",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
31557,"helloooooo c:",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
32057,"hey daddy wyd",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
32109,"Hey handsome!",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
33809,"Hurry babe! 😊",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
33810,"hurry baby! 😉",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
50679,"this is crazy",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
22330,"are u here? 🤗",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
22635,"Are you free?",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
23182,"Are you up? 👀",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
23183,"are you up? 😉",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
23184,"Are you up? 😘",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
23185,"are you up? 🙈",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
23186,"Are you up? 🤔",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
23296,"Babe hello?🥺🥺",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
23636,"Baby wyddd? 👀",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
24718,"Bg or solo?🍆💦",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
24719,"BG or SOLO?😈💦",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
24895,"Busy at work?",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
31540,"hello babyyy?",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
31983,"Hey babyyy? 🤔",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
32239,"hey you busy?",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
33557,"how's life? 😉",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
33578,"how's work? 😊",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
43612,"lunch time? 🤤",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
46355,"pussy or ass?",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
48618,"Still busy? 🥺",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
51539,"u still up? 😞",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
51541,"u there babe?",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
52639,"Wanna play? 👀",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
52641,"wanna play? 😋",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
57458,"wyd rn babe?😘",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
57556,"You around? 👀",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
58369,"You still up?",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
58400,"you there? :(",13,1,0.0,0.0,migration_007_import,"2025-12-12 11:44:05",VERY_SHORT_NO_EARNINGS
1452,"u ok baby ? 😍",13,1,0.0,0.0,internal,"2025-11-30 07:11:27",VERY_SHORT_NO_EARNINGS
2119,"Hi habibi 🍉 🍉",13,1,0.0,0.0,internal,"2025-11-30 07:11:27",VERY_SHORT_NO_EARNINGS
3058,"hehe thx baby",13,1,0.0,0.0,internal,"2025-11-30 07:11:27",VERY_SHORT_NO_EARNINGS
3402,"slap my kitty",13,1,0.0,0.0,internal,"2025-11-30 07:11:27",VERY_SHORT_NO_EARNINGS
19718,"yes, daddy? 💗",13,0,0.0,50.0,internal,"2025-12-09 12:44:22",VERY_SHORT_NEVER_USED
19800,"tongue out :3",13,0,0.0,50.0,internal,"2025-12-09 12:49:48",VERY_SHORT_NEVER_USED
19996,"all for you 😘",13,0,0.0,50.0,internal,"2025-12-09 12:50:51",VERY_SHORT_NEVER_USED
20093,"happy humpday",13,0,0.0,50.0,internal,"2025-12-09 12:51:16",VERY_SHORT_NEVER_USED
20099,"Come to mommy",13,0,0.0,50.0,internal,"2025-12-09 12:51:16",VERY_SHORT_NEVER_USED
20343,"Just selfie 😍",13,0,0.0,50.0,internal,"2025-12-11 05:10:45",VERY_SHORT_NEVER_USED
